id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,counterpress,related_events,match_id,possession_team_id,team_id,player_id,foul_committed_advantage,foul_committed_card,foul_committed_type,off_camera,under_pressure,foul_committed_penalty,foul_committed_offensive
de09913d-adff-4431-9597-da02ecba5a78,579,1,00:13:54.895,13,54,Foul Committed,27,Argentina,Regular Play,Argentina,Enzo Fernandez,Left Defensive Midfield,"[34.9, 30.7]",0.0,True,"['0cd895cd-2796-442c-b631-c1385879bcae', '78bf9e0f-c7b6-4d8c-b2ad-3a34953b7140']",3943077,779,779,38718,,,,,,,
c487a2ab-d5a0-4a63-b95a-32cde44797e8,815,1,00:19:35.704,19,35,Foul Committed,34,Argentina,From Throw In,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[35.0, 25.5]",0.0,,"['4514ba3f-2740-42d1-9dd4-9dd51289080f', '4fda4113-7127-4d13-8fb2-f97e9c97083c', 'a0ab7cda-71cb-40ba-8a41-026ab830dbd9']",3943077,779,769,27277,True,,,,,,
6173fc11-c241-421b-8feb-d900c1ddce43,923,1,00:21:53.741,21,53,Foul Committed,39,Argentina,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[80.5, 74.4]",0.0,True,"['52136834-e860-4049-9c64-5e7bada176fb', 'ef6f1b9f-db41-4d7a-bc3d-f93650947761']",3943077,779,769,27158,,,,,,,
43362476-d135-452b-80ca-6a643c1b673c,1161,1,00:26:21.694,26,21,Foul Committed,47,Colombia,Regular Play,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[112.1, 46.7]",0.0,,['dcc6be5c-d7f8-4020-a6b0-53b56a38c5f4'],3943077,769,769,8817,,Yellow Card,,,,,
8eb527bd-7e86-46f9-8049-3e72b172ceae,1274,1,00:31:16.377,31,16,Foul Committed,51,Colombia,Regular Play,Argentina,Enzo Fernandez,Right Defensive Midfield,"[39.0, 62.4]",0.0,True,"['1f1607e1-cfbf-4d3d-8182-1ab4e6408f15', 'dc26c9a2-237d-493c-a995-fd6ca28feb59']",3943077,769,779,38718,True,,,,,,
9a82fbcc-124b-4f2d-b38c-54c085bda304,1291,1,00:31:28.809,31,28,Foul Committed,52,Argentina,Regular Play,Colombia,James David Rodríguez Rubio,Center Attacking Midfield,"[74.5, 71.4]",0.0,,['ec6b22f8-fd3f-4aee-a322-2ef6c642b694'],3943077,779,769,5695,,,,,,,
e0067d59-bf77-43ca-b684-a2191b164423,1661,1,00:42:21.411,42,21,Foul Committed,63,Argentina,From Keeper,Colombia,Santiago Arias Naranjo,Right Back,"[29.9, 60.2]",0.0,,['0eebf218-2218-4b4d-b7e2-7fe9700cbfa3'],3943077,779,769,5696,,,,,,,
a5acf6ff-846d-457c-b5f1-82c3b2c32c65,1725,1,00:44:31.055,44,31,Foul Committed,65,Colombia,From Goal Kick,Argentina,Rodrigo Javier De Paul,Right Midfield,"[46.0, 57.7]",0.0,,"['75c36a31-dd54-4afd-8cd2-a782d898755f', '77718c4c-0e11-421c-ad73-bedaf10d7ab0']",3943077,769,779,7797,,,,,,,
00a02710-924e-4054-b6d2-76c22d7e2286,1777,1,00:45:52.372,45,52,Foul Committed,70,Argentina,Regular Play,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[63.3, 35.7]",0.0,,['34d6874e-3f04-4d9f-b534-6de3dd4d56a1'],3943077,779,769,5678,,,,,,,
1763ed3f-6b5b-469f-b7b0-8e5061fd03c2,2144,2,00:10:03.795,55,3,Foul Committed,87,Argentina,From Goal Kick,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[57.8, 3.3]",0.0,,"['b7ec8637-0598-4c4a-aaef-ab1363d62de1', 'ed331ee5-d0e6-4886-a1b8-6fdb3256b3d6']",3943077,779,769,27158,,,,,,,
61d7d7f1-c88f-4f10-b59f-cff81ced15f1,2161,2,00:10:45.446,55,45,Foul Committed,88,Argentina,From Free Kick,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[80.1, 3.8]",0.0,,"['6aedebe1-25fd-4d5d-a63b-c2da7497bbd1', 'a97a601a-4c1d-44f3-97dd-cd4dcdf4527e']",3943077,779,769,27158,,,,,,,
979a77aa-e955-4857-8b8b-d61c565b5396,2242,2,00:13:21.657,58,21,Foul Committed,92,Argentina,From Corner,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[39.3, 42.4]",0.0,,['58cb832f-b0f5-4e0d-b337-61d5e3420644'],3943077,779,769,5678,,,,,,,
82abdfdd-05e5-4580-beb3-066cb7c29c10,2308,2,00:15:48.967,60,48,Foul Committed,94,Colombia,Regular Play,Argentina,Alexis Mac Allister,Left Defensive Midfield,"[47.3, 3.0]",0.0,,['2b0cad34-b926-4160-a0e6-393f660c3bda'],3943077,769,779,27886,,Yellow Card,,,,,
9768f216-9ca6-4e6e-bd96-e342c829213d,2332,2,00:17:23.327,62,23,Foul Committed,96,Argentina,From Goal Kick,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[70.2, 6.4]",0.0,,['49d7c780-e0f6-4fb5-8d66-fbf0d2ccfc46'],3943077,779,769,27277,,,,,,,
9c13ca72-5452-4bca-b8f9-4ba62f2578fa,2507,2,00:23:49.304,68,49,Foul Committed,106,Argentina,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[97.1, 13.7]",0.0,True,,3943077,779,769,27158,,,Handball,,,,
d389961c-1753-408b-b40c-49354944a32a,2526,2,00:24:41.779,69,41,Foul Committed,107,Argentina,From Free Kick,Argentina,Gonzalo Ariel Montiel,Right Back,"[113.5, 54.0]",0.0,,['6e541686-712d-495d-981b-7c689bd5aba9'],3943077,779,779,28263,,,,,,,
bb651311-fe00-42c4-8a5b-075b43fd479d,2553,2,00:26:55.470,71,55,Foul Committed,108,Colombia,From Free Kick,Colombia,Jhon Andrés Córdoba Copete,Right Center Forward,"[109.2, 49.6]",0.0,,['7efdec0e-7dfa-45c4-bfb3-a4f90d94f442'],3943077,769,769,8817,,,,,,,
7d39c03b-b3f4-4c93-953d-59395d152dc8,2688,2,00:32:42.545,77,42,Foul Committed,116,Colombia,Regular Play,Argentina,Alexis Mac Allister,Left Center Midfield,"[34.0, 70.5]",0.0,True,['2162f47e-546e-4d0b-bc15-09343fbeae5a'],3943077,769,779,27886,,,,,,,
3d968646-c9ae-479c-a59c-3c0e1e496552,2710,2,00:34:09.912,79,9,Foul Committed,118,Argentina,From Goal Kick,Argentina,Nicolás Iván González,Left Midfield,"[92.4, 3.6]",0.0,,['460516ff-9700-41f9-93d4-64ede43da973'],3943077,779,779,20687,True,,,,,,
f8110850-eb64-4352-b129-ce90dba482be,2789,2,00:35:32.650,80,32,Foul Committed,119,Colombia,Regular Play,Argentina,Enzo Fernandez,Center Defensive Midfield,"[23.5, 50.9]",0.0,,['070ff505-377d-4ed3-afab-f4aabcabd89e'],3943077,769,779,38718,,,,,,,
732ab5a1-52e3-44c9-8308-5f0e55ad7066,2797,2,00:36:46.951,81,46,Foul Committed,121,Argentina,Regular Play,Colombia,Jhon Adolfo Arias Andrade,Left Center Midfield,"[107.9, 11.2]",0.0,True,"['6a321f56-8337-42c0-a38c-919e1cc6dcd7', 'fff8529a-5b4d-4a8d-891a-40253a52373b']",3943077,779,769,27277,,,,,,,
892a894f-e6c1-43af-9915-b190ff427685,2840,2,00:38:38.248,83,38,Foul Committed,125,Colombia,Regular Play,Colombia,Luis Fernando Díaz Marulanda,Left Center Forward,"[75.9, 30.2]",0.0,,['cf5bf21e-d4fd-43f2-976f-e848f111b24f'],3943077,769,769,27158,,,,,,,
89e47217-8268-4812-b582-5b18df64f665,2946,2,00:44:09.666,89,9,Foul Committed,132,Colombia,From Goal Kick,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[93.2, 62.7]",0.0,,['0b21794e-1a4e-4cdc-b122-198055924e4d'],3943077,769,769,28266,,,,,,,
a3e58a40-6ef2-43b5-b685-c5171f12374a,3377,3,00:07:07.898,97,7,Foul Committed,159,Argentina,Regular Play,Colombia,Davinson Sánchez Mina,Right Center Back,"[48.6, 47.1]",0.0,True,"['5378b0b5-6824-47cc-971a-c242c3f1f643', '902ec27a-5eef-4608-a810-9546b442feeb']",3943077,779,769,3494,,,,,,,
c9dd8bc4-9164-492b-848a-af753249763e,3385,3,00:08:30.086,98,30,Foul Committed,161,Colombia,From Goal Kick,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[82.4, 24.6]",0.0,,['ac7ebbeb-d199-4940-92d1-56acb351940b'],3943077,769,769,28266,,,,,,,
f63e2477-d26b-4a9b-bcad-e11e8be81775,3406,3,00:09:21.288,99,21,Foul Committed,162,Argentina,From Free Kick,Colombia,Jefferson Andrés Lerma Solís,Center Defensive Midfield,"[44.9, 57.4]",0.0,,['e6f91568-7514-4c96-8790-bbc0ae6b3eab'],3943077,779,769,5678,True,,,,,,
d556135b-1e8c-4062-8c30-72df0ee534fd,3544,3,00:13:09.954,103,9,Foul Committed,171,Colombia,Regular Play,Argentina,Leandro Daniel Paredes,Center Defensive Midfield,"[54.4, 23.6]",0.0,,['4abc1971-2195-49e1-b66d-d86b7cec5972'],3943077,769,779,16308,,,,,,,
6a674ae9-8f8c-4530-b573-89bc20fbbd35,3643,3,00:15:17.116,105,17,Foul Committed,178,Argentina,Regular Play,Colombia,Rafael Santos Borré Amaury,Right Center Forward,"[79.8, 59.9]",0.0,True,"['19197be2-7cde-426d-a0e7-eb160397bf2c', 'd3985dd8-f572-48b1-b0ea-b49d51c8aa75']",3943077,779,769,28266,,,,,,,
afbedd88-1c45-482b-b3ad-b54f39ada581,3902,4,00:08:27.658,113,27,Foul Committed,192,Colombia,From Kick Off,Colombia,Miguel Ángel Borja Hernández,Left Center Forward,"[108.6, 55.1]",0.0,,['acc31b02-054f-47cf-98a9-f62b62887af2'],3943077,769,769,6333,,,,,,,
a1140ba8-64b9-4b5b-937e-0725eb11483c,3933,4,00:12:26.363,117,26,Foul Committed,195,Colombia,Regular Play,Argentina,Giovani Lo Celso,Left Defensive Midfield,"[73.2, 47.4]",0.0,,['1985a44a-579f-43c0-a76e-6658f35c0f2b'],3943077,769,779,3313,,Yellow Card,,,,,
4b9308d6-ab0d-4c79-a4bf-7a5c62fd1411,67,1,00:00:47.317,0,47,Foul Committed,3,Uruguay,Regular Play,Canada,Alistair Johnston,Right Back,"[69.4, 69.0]",0.0,,"['7ff6a9a3-3f05-4480-9b22-e7504fcd91ee', '80af56d3-20f5-4d0b-a59b-27339c3bbd30']",3943076,783,1833,44703,,,,,,,
83906d68-7a3a-4835-bf4c-c1c6543d6e09,181,1,00:05:19.177,5,19,Foul Committed,15,Canada,Regular Play,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[64.6, 10.4]",0.0,True,"['26887a86-dc7c-43fb-931e-46cdd744bd1e', 'c0f38fa8-7586-44a9-aed5-015b32ce3612']",3943076,1833,783,34476,True,,,,,,
c7596824-be8e-4d98-8b16-ffc3c44b3846,204,1,00:06:07.355,6,7,Foul Committed,18,Uruguay,Regular Play,Canada,Luc Rollet De Fougerolles,Right Center Back,"[35.5, 63.0]",0.0,True,"['00b5cbb8-cd39-4c16-a8a1-af190c914758', '3d280904-f136-481a-ade3-b7f1a923e888']",3943076,783,1833,133189,,Yellow Card,,,,,
70f77691-97a3-441d-97c5-b44405153aa8,278,1,00:09:21.602,9,21,Foul Committed,22,Uruguay,Regular Play,Canada,Jonathan Osorio,Center Attacking Midfield,"[104.8, 65.5]",0.0,True,['063a10d1-617e-4223-b234-7c3281b44613'],3943076,783,1833,12770,,,,,,,
8f279e55-d4bb-4bdc-81ef-7f721f58fc16,429,1,00:14:07.769,14,7,Foul Committed,29,Uruguay,From Throw In,Uruguay,Nahitan Michel Nández Acosta,Right Back,"[32.3, 74.1]",0.0,True,['e32c9a1a-9ac4-42ff-aaaa-85dd38a52edc'],3943076,783,783,5247,,,,,,,
6704d3b3-c7c6-499e-8fa2-f5d2436cab0e,492,1,00:15:43.939,15,43,Foul Committed,33,Canada,Regular Play,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[62.4, 75.7]",0.0,True,"['4cc51e5d-deff-484e-816f-56e7a60d5196', 'd9520053-e79c-41b3-9429-dbce37a79988']",3943076,1833,783,36288,,,,,,,
8d54a98f-7313-41b4-a6e0-9ecc80d7650e,524,1,00:16:26.269,16,26,Foul Committed,35,Uruguay,Regular Play,Canada,Richie Laryea,Left Back,"[69.5, 7.2]",0.0,True,"['25d969fa-59a6-42dd-8543-2d8a66dbcf2f', '77a59141-0689-4de4-871a-83a49a088dd4']",3943076,783,1833,16120,,,,,,,
89a04cf8-4839-4e7e-bf37-132ab8f946f8,746,1,00:24:39.606,24,39,Foul Committed,44,Canada,From Free Kick,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[103.8, 43.8]",0.0,,['6e525a71-a95b-41dd-9399-a43cc6dd3ffd'],3943076,1833,1833,224603,,,,,,,
df3c6255-4aec-46a6-8f4a-8be6b228dc61,763,1,00:25:04.211,25,4,Foul Committed,46,Canada,Regular Play,Uruguay,Matías Nicolás Viña Susperreguy,Left Back,"[80.3, 11.9]",0.0,True,"['8c700b85-a284-4f9b-b9e3-93e85c2ee31c', 'cc6fe86a-8d26-4445-8d94-620de1472191']",3943076,1833,783,34476,True,Yellow Card,,,,,
7f90e9a3-6afe-4e59-9ed5-7ee412526810,1041,1,00:32:37.330,32,37,Foul Committed,59,Canada,From Throw In,Uruguay,Rodrigo Bentancur Colmán,Right Center Midfield,"[56.4, 66.0]",0.0,,"['5170e790-693a-4275-9eaa-542fc601632b', 'c1f1d6b6-3f45-49e5-9bad-5ffe0db32fdb']",3943076,1833,783,5260,,,,,,,
d047fdf8-85a5-4144-b143-f22a45782ee6,1069,1,00:33:44.406,33,44,Foul Committed,61,Uruguay,From Keeper,Canada,Mathieu Choiniere,Left Defensive Midfield,"[89.5, 39.7]",0.0,,['439c90b1-7b84-47d8-87b8-4bb28bb8a010'],3943076,783,1833,18639,,,,,,,
c186809d-9368-4a33-8e9d-da6dc73c526d,1158,1,00:35:01.979,35,1,Foul Committed,66,Uruguay,Regular Play,Canada,Richie Laryea,Left Back,"[20.7, 47.4]",0.0,,['dac120ec-b086-44bf-a46b-deb3a7c5da9a'],3943076,783,1833,16120,,,,,,,
53761a4a-19d8-48c7-a8b5-d39c60c2c663,1178,1,00:37:28.735,37,28,Foul Committed,70,Canada,Regular Play,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[78.6, 7.2]",0.0,True,"['0aa0b387-9782-4a6c-a87f-fc10441d3ad3', 'fb1373a6-edcd-4037-a6af-4f76556432ed']",3943076,1833,783,35492,,,,,,,
5bd16b68-ccc8-459f-8a74-41b44babb42a,1341,1,00:41:48.955,41,48,Foul Committed,76,Uruguay,From Goal Kick,Uruguay,Darwin Gabriel Núñez Ribeiro,Center Forward,"[117.5, 20.6]",0.0,True,['09dbbcf8-4840-443e-9c11-b9b68c71208d'],3943076,783,783,32478,,,,,,,
1beeb57b-224c-404d-9f87-8cf309e71848,1493,1,00:45:50.291,45,50,Foul Committed,82,Uruguay,Regular Play,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[29.6, 75.7]",0.0,,['124a7a6b-1a48-4b5b-8238-9f1c211c66da'],3943076,783,783,36288,,,,,,,
5ee2446d-d8b8-469a-9d54-812198dedad7,1498,1,00:46:52.217,46,52,Foul Committed,84,Uruguay,From Keeper,Canada,Alistair Johnston,Right Back,"[116.2, 45.5]",0.0,True,"['5e26cd67-efd1-4843-bf27-119c5c56deda', '9729cd9f-1b3a-4183-8954-e55e1662ab2c']",3943076,783,1833,44703,,,,,,,
8475feb9-740e-4d49-93bb-96dcc3013de9,1518,2,00:00:07.085,45,7,Foul Committed,86,Uruguay,From Kick Off,Canada,Ali Ahmed,Right Wing,"[63.8, 70.9]",0.0,,['92aa2284-eaef-4155-ba14-ab4b9e25232c'],3943076,783,1833,224628,,,,,,,
566a5712-e40d-45a8-845a-dbd14c39195e,1563,2,00:01:30.006,46,30,Foul Committed,90,Uruguay,From Throw In,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[48.1, 78.5]",0.0,True,"['3ee06a72-0cb5-4b69-b7d6-b264c3c5ace4', 'c0e2c86c-3290-4c27-9938-1503ae47123a']",3943076,783,783,36288,,,,,,,
3a443d5f-c7ff-438d-bd89-4a0b190e261f,1591,2,00:02:46.545,47,46,Foul Committed,92,Canada,From Throw In,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[105.4, 7.7]",0.0,True,"['04b8b9e6-186d-485b-b6f4-735cd52cb0d9', '2d97d057-d408-4322-bd2b-ec7d2801646e']",3943076,1833,1833,224603,,,,,,,
995e48f7-e8f2-4e0b-87a3-ebff36f72b75,1664,2,00:06:00.453,51,0,Foul Committed,99,Canada,From Throw In,Uruguay,Facundo Pellistri Rebollo,Right Wing,"[46.8, 67.4]",0.0,,['fce4545d-e0f5-47fa-9f5d-9eca8c7d8b03'],3943076,1833,783,36288,,,,,,,
c6688230-f145-4b50-902e-da329d4f5db6,1709,2,00:06:53.877,51,53,Foul Committed,100,Canada,From Free Kick,Uruguay,Maximiliano Javier Araújo Vilches,Left Wing,"[8.9, 6.3]",0.0,,['45e234da-1d9e-4b4c-ab0d-f22a4fdd6579'],3943076,1833,783,35492,,,,,,,
1e5ed82c-6eea-4840-b04d-ed8e5b416031,1813,2,00:10:15.087,55,15,Foul Committed,106,Canada,Regular Play,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Left Center Midfield,"[64.9, 9.6]",0.0,True,['42090295-f19e-4ad8-acd6-e30b52954a91'],3943076,1833,783,5258,,,,,,,
2b102d52-1915-4cc0-b008-09dce80c476a,1847,2,00:11:44.337,56,44,Foul Committed,111,Uruguay,Regular Play,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[103.5, 32.6]",0.0,True,['14dbd2f2-ad2f-4b6f-bcfa-5b39f07c5f6d'],3943076,783,1833,224603,,,,True,,,
72fb9509-a3d1-41da-8483-596901e4ce14,1873,2,00:12:17.067,57,17,Foul Committed,114,Uruguay,Regular Play,Canada,Ali Ahmed,Right Wing,"[88.0, 50.5]",0.0,True,"['81ddee48-4e20-45ab-b2a4-768c595c796c', '89125b43-3c2c-4b7a-b6c2-ad02511bff2e']",3943076,783,1833,224628,,,,,,,
dc1d98c1-8722-42d9-b733-bb1040b1949a,1920,2,00:13:25.462,58,25,Foul Committed,117,Canada,Regular Play,Uruguay,Luis Alberto Suárez Díaz,Center Forward,"[89.9, 11.0]",0.0,,['748ae902-fb86-4455-af7b-4bb6d1bfeeba'],3943076,1833,783,5246,,,,,,,
d92dd3e0-6ae5-415a-98a9-96d934fac04b,2010,2,00:16:30.972,61,30,Foul Committed,125,Canada,Regular Play,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,Left Center Midfield,"[95.6, 73.6]",0.0,True,['fdd2d7a1-7de9-4902-a1d2-c5d468c4ea4f'],3943076,1833,783,5258,,,,,,,
ecf68d3c-c67c-42d5-bdbb-31c5667cc134,2015,2,00:16:55.725,61,55,Foul Committed,127,Uruguay,Regular Play,Canada,Tanitoluwa Oluwaseyi,Center Forward,"[101.5, 62.2]",0.0,True,['f3420d68-7a22-4d34-8076-358162aaa97a'],3943076,783,1833,224603,,Yellow Card,,,,,
5613adf6-52ff-4d23-b674-7d7cb64b1840,2036,2,00:17:41.006,62,41,Foul Committed,129,Canada,From Counter,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[64.7, 53.0]",0.0,True,"['471b8550-887b-4933-89f7-ce28d3a3536f', 'fbc4a824-6c50-437e-89b9-8be367180fc6']",3943076,1833,783,5260,,,,,,,
acc54a11-c539-42ce-bd5f-42cba5d61ecf,2120,2,00:21:38.927,66,38,Foul Committed,137,Canada,Other,Uruguay,Lucas René Olaza Catrofe,Left Back,"[59.6, 7.6]",0.0,,['01e02c1b-12d0-413e-a582-3740b4de39e4'],3943076,1833,783,24730,,,,,,,
796c38e5-24cd-468b-9ddd-b5b8e32efb9b,2275,2,00:27:13.562,72,13,Foul Committed,149,Canada,From Throw In,Uruguay,Cristian Gonzalo Olivera Ibarra,Left Wing,"[13.7, 10.8]",0.0,,"['8c7ca968-5ef6-4c4f-b3ed-4fe8238556a7', 'be0f6c2d-fec6-4677-8b8f-3411bdbb8e04']",3943076,1833,783,36706,,,,,,,
fd83b1ba-f7a3-4193-9c79-20f5aaee8a5a,2407,2,00:32:37.079,77,37,Foul Committed,161,Uruguay,From Corner,Canada,Ismael Koné,Right Defensive Midfield,"[20.7, 68.8]",0.0,,['94cfab8f-096a-4c4b-8618-5247c7b468a4'],3943076,783,1833,133229,,Yellow Card,,,,,
2026b752-7074-4525-85c0-72752e22d1db,2515,2,00:37:08.845,82,8,Foul Committed,168,Uruguay,From Throw In,Canada,Moise Bombito,Right Center Back,"[35.0, 25.3]",0.0,,"['43e9765e-8cfd-41fd-8301-47f09c913189', 'f067312a-51e4-4c42-bef4-3d8968bfda25']",3943076,783,1833,383250,,,,,,,
c4f233a2-fd01-4046-a2e5-a0d5f03ec7c7,2528,2,00:38:31.169,83,31,Foul Committed,171,Uruguay,Regular Play,Canada,Richie Laryea,Right Back,"[61.9, 62.0]",0.0,True,"['b1def55f-d066-47fe-a791-0c6126a125a9', 'd509f49b-db23-4cd6-a1f9-660459d2bf79']",3943076,783,1833,16120,,,,,,,
b46b0dde-497f-4047-ae4a-6ca7facea2b0,2553,2,00:38:58.481,83,58,Foul Committed,172,Uruguay,From Free Kick,Uruguay,Rodrigo Bentancur Colmán,Center Defensive Midfield,"[44.9, 31.8]",0.0,True,['62cf1531-2ef7-4e2d-814f-3774835e3548'],3943076,783,783,5260,,Yellow Card,,,,,
